"","x","y"
"1",1.78689634648617,160
"2",1.18903673777822,80
"3",-0.917923282715492,-80
"4",-0.518966960720718,-80
"5",-0.011570030124858,0
"6",1.43052724457812,80
"7",-0.969733459292911,-80
"8",0.830488224280998,80
"9",1.36329302913509,80
"10",0.857663979521021,80
"11",-0.185830753762275,0
"12",1.59517590410542,160
"13",0.498614468378946,0
"14",0.144817185238935,0
"15",0.726316721644253,80
"16",1.09209282603115,80
"17",-0.989428409957327,-80
"18",-0.0775885188486427,0
"19",0.104012755677104,0
"20",0.453857533284463,0
"21",-0.0660851845750585,0
"22",1.99341841950081,160
"23",1.12596269557253,80
"24",-0.840428653173149,-80
"25",-1.11940214980859,-80
"26",1.10335199779365,80
"27",-1.09723002207465,-80
"28",1.99237119359896,160
"29",1.2234275433002,80
"30",-0.0713593604741618,0
"31",-0.526183446054347,-80
"32",1.84843555244152,160
"33",-0.609137982712127,-80
"34",-1.07962828781456,-80
"35",0.407465296098962,0
"36",0.857349533704109,80
"37",-0.189834426506422,0
"38",-0.985094297211617,-80
"39",1.89152098807972,160
"40",-1.25767121929675,-80
"41",0.608355878386647,80
"42",-0.817960776039399,-80
"43",0.474608487216756,0
"44",-0.983392518246546,-80
"45",1.38432407239452,80
"46",-0.346659319591708,0
"47",0.166346576879732,0
"48",-0.835757467895746,-80
"49",0.318028221139684,0
"50",0.2328203037614,0
