"","x","y"
"1",-1.48135430354159,-80
"2",1.0332640488632,80
"3",-0.0764031262369826,0
"4",-1.41978544800077,-80
"5",-0.108397971605882,0
"6",-0.878622713149525,-80
"7",-0.612582717905752,-80
"8",1.6977566605201,160
"9",-0.187966263853014,0
"10",-0.450821987004019,0
"11",1.19876609148923,80
"12",-1.44989166513551,-80
"13",-0.83157195430249,-80
"14",1.99757126998156,160
"15",-1.43478066148236,-80
"16",1.01258427544963,80
"17",0.380736315390095,0
"18",-0.129868041258305,0
"19",0.24745898146648,0
"20",1.96474232384935,160
"21",0.231708106934093,0
"22",1.91837537731044,160
"23",1.11773054243531,80
"24",0.895767155336216,80
"25",0.231614507501945,0
"26",-1.30918945616577,-80
"27",1.23398786690086,80
"28",-0.287985307979397,0
"29",-1.42238151433412,-80
"30",0.679710900527425,80
"31",-1.04632351326291,-80
"32",-0.870531245600432,-80
"33",0.727330396999605,80
"34",-0.909436735906638,-80
"35",-0.232712040422484,0
"36",-0.726764233200811,-80
"37",1.39664557762444,80
"38",-1.48725041013677,-80
"39",-0.948694426682778,-80
"40",1.78021493251435,160
"41",1.17903045332059,80
"42",1.37571613700129,80
"43",-0.618696171673946,-80
"44",-1.08855496847536,-80
"45",-1.03504046797752,-80
"46",-0.0322399154538289,0
"47",-0.219446214148775,0
"48",-0.993292961735278,-80
"49",0.319478075602092,0
"50",1.1102663212223,80
"51",-1.11575882253237,-80
"52",-0.206391333136708,0
"53",-0.721488498384133,-80
"54",1.63940889702644,160
"55",-1.12777926190756,-80
"56",1.43649855488911,80
"57",1.45879331638571,80
"58",-1.4057921768399,-80
"59",1.17871872358955,80
"60",-0.538111662375741,-80
"61",-0.971805805107579,-80
"62",-1.15455780120101,-80
"63",0.989740666584112,80
"64",0.0967617101268843,0
"65",-0.103020385606214,0
"66",0.655835647601634,80
"67",-1.03530461608898,-80
"68",-1.21775437612087,-80
"69",0.82118089555297,80
"70",1.27739314630162,80
"71",-0.193217478925362,0
"72",1.29610502789728,80
"73",1.33716673019808,80
"74",1.5261570654111,160
"75",-0.020375472959131,0
"76",-1.16444736730773,-80
"77",1.58907944441307,160
"78",-0.489655642420985,0
"79",-0.432121222373098,0
"80",1.35636811191216,80
"81",0.554109423304908,80
"82",0.819582286290824,80
"83",0.755464522284456,80
"84",-0.701055839075707,-80
"85",0.634717121603899,80
"86",0.202202766551636,0
"87",0.530066974228248,80
"88",1.3443520355504,80
"89",0.231853487202898,0
"90",-1.21288368362002,-80
"91",0.123299736878835,0
"92",0.594301227596588,80
"93",1.69857442891225,160
"94",-1.33191329974215,-80
"95",1.36333384865429,80
"96",-1.19324310519733,-80
"97",-0.551612198236398,-80
"98",1.46594239014667,80
"99",1.71547999524046,160
"100",-1.21285485709086,-80
"101",0.451477383961901,0
"102",-1.35044790641405,-80
"103",-0.58688813156914,-80
"104",-0.842125134426169,-80
"105",0.485960115911439,0
"106",-1.27011475199834,-80
"107",0.0314199163112789,0
"108",0.43585885851644,0
"109",0.390702777775005,0
"110",-0.609275446971878,-80
"111",-0.921874469728209,-80
"112",1.0472337724641,80
"113",-0.778447488788515,-80
"114",0.552629341487773,80
"115",1.69741092144977,160
"116",-0.77561689785216,-80
"117",1.41136005066801,80
"118",-0.41881938779261,0
"119",-0.84052131709177,-80
"120",0.316306511173025,0
"121",-0.85587532853242,-80
"122",-0.715026620426215,-80
"123",1.85155047266744,160
"124",-0.824099829304032,-80
"125",1.90155085513834,160
"126",1.75752765545622,160
"127",-0.735117921605706,-80
"128",-0.242618506075814,0
"129",-1.1625789210666,-80
"130",1.53557646262925,160
"131",1.98476927832235,160
"132",0.502399542252533,80
"133",0.567834758665413,80
"134",0.951161016942933,80
"135",0.509250720147975,80
"136",-0.928514923201874,-80
"137",0.356206821510568,0
"138",0.247213560738601,0
"139",1.7198899978539,160
"140",0.0838405227987096,0
"141",-0.0160703586880118,0
"142",-1.23033875820693,-80
"143",1.74719988927245,160
"144",-0.404186588828452,0
"145",-0.0556187350302935,0
"146",-0.118249467690475,0
"147",0.92645135440398,80
"148",0.572674883180298,80
"149",-0.972600096021779,-80
"150",-0.301515346742235,0
"151",0.486883857287467,0
"152",1.15978771343362,80
"153",1.59771008638199,160
"154",1.08546659757849,80
"155",0.022847990039736,0
"156",-1.42836216674186,-80
"157",1.65056742937304,160
"158",-1.06236603984144,-80
"159",1.98882187646814,160
"160",-1.2738200154854,-80
"161",1.39409498963505,80
"162",-0.253991728997789,0
"163",-0.0935961535433307,0
"164",1.88480390887707,160
"165",0.384504524758086,0
"166",0.706613610498607,80
"167",-0.337407455896027,0
"168",-1.13977435359266,-80
"169",1.94862637494225,160
"170",0.842927578953095,80
"171",-1.49459495977499,-80
"172",-0.219395064865239,0
"173",0.362821039860137,0
"174",0.443629689398222,0
"175",0.403474834631197,0
"176",0.424172040540725,0
"177",0.54578974749893,80
"178",-1.28057198901661,-80
"179",-1.29126698581968,-80
"180",1.64073487662245,160
"181",0.549559999024495,80
"182",1.38729309814516,80
"183",0.510504648904316,80
"184",-0.326231010258198,0
"185",1.63570801855531,160
"186",-1.25901653093752,-80
"187",0.948925540549681,80
"188",-1.30857712915167,-80
"189",1.53685234580189,160
"190",1.38017545861658,80
"191",-0.90795082016848,-80
"192",1.35574290691875,80
"193",0.0767397844465449,0
"194",-0.618034163839184,-80
"195",0.516091752448119,80
"196",0.892716587521136,80
"197",0.625453780754469,80
"198",0.854679949698038,80
"199",-0.646352502168156,-80
"200",1.83523428719491,160
"201",1.75658483058214,160
"202",0.948460642481223,80
"203",-0.553789169178344,-80
"204",1.90673651010729,160
"205",-1.3136946472805,-80
"206",0.595491152722389,80
"207",0.797184099210426,80
"208",1.20432785793673,80
"209",1.11391395120881,80
"210",1.44562089722604,80
"211",1.39606675552204,80
"212",0.141006321180612,0
"213",-0.897972753504291,-80
"214",1.94036168907769,160
"215",-0.0931553384289145,0
"216",1.18156540568452,80
"217",-1.17794058856089,-80
"218",1.63392296095844,160
"219",1.30307516595349,80
"220",0.702681729453616,80
"221",0.725881082820706,80
"222",1.6563718621619,160
"223",1.3685271833092,80
"224",0.246270268107764,0
"225",1.04974055022467,80
"226",1.23334540380165,80
"227",-0.548897219821811,-80
"228",1.00103330658749,80
"229",0.499513223068789,0
"230",1.62023846956436,160
"231",-1.40140793588944,-80
"232",0.876492645475082,80
"233",0.923746409942396,80
"234",0.498640450881794,0
"235",1.41795786167495,80
"236",-0.468169873580337,0
"237",-0.832947322982363,-80
"238",-0.908165683504194,-80
"239",-1.44281451753341,-80
"240",-1.09867701132316,-80
"241",-1.2763467625482,-80
"242",1.31905571802054,80
"243",-1.03509907366242,-80
"244",-1.18419706751592,-80
"245",1.62442952615675,160
"246",1.06845861289185,80
"247",0.254861821420491,0
"248",-0.531870593316853,-80
"249",-1.12236359936651,-80
"250",1.4645919885952,80
"251",0.987771014566533,80
"252",1.3183805787703,80
"253",-1.449206573423,-80
"254",-0.612308292184025,-80
"255",-0.0914437324972823,0
"256",-0.339381010504439,0
"257",1.53490272338968,160
"258",-0.887566261575557,-80
"259",-0.217955549946055,0
"260",-1.40272646967787,-80
"261",1.66444863856304,160
"262",1.44376602163538,80
"263",1.87294630182441,160
"264",0.655870036687702,80
"265",-1.07497185643297,-80
"266",1.73877486225683,160
"267",-1.06389493052848,-80
"268",0.446278371848166,0
"269",-0.869164282688871,-80
"270",1.95901169721037,160
"271",0.955260290531442,80
"272",-0.608574172016233,-80
"273",1.29357176728081,80
"274",-0.189969116006978,0
"275",1.60343212552834,160
"276",-1.02212170744315,-80
"277",1.6608818131499,160
"278",1.65821850067005,160
"279",1.50641775445547,160
"280",0.361642126576044,0
"281",1.39219061902259,80
"282",1.77284445415717,160
"283",0.477109004044905,0
"284",-0.119201595545746,0
"285",-0.84468412573915,-80
"286",1.5922484655166,160
"287",-0.681454860256054,-80
"288",1.80514386133291,160
"289",0.803753283340484,80
"290",-0.941636706469581,-80
"291",1.83852520945948,160
"292",-0.956421089591458,-80
"293",1.84597929404117,160
"294",0.783211876288988,80
"295",-1.40535376162734,-80
"296",-0.0199166288366541,0
"297",-0.792506328201853,-80
"298",0.670166416675784,80
"299",1.72724433045369,160
"300",0.518864801968448,80
"301",-0.997261754819192,-80
"302",-0.222203247481957,0
"303",-1.31341656099539,-80
"304",-1.09551913081668,-80
"305",1.039893764304,80
"306",-0.911486891796812,-80
"307",1.85457161988597,160
"308",-1.28839212178718,-80
"309",1.90716053487267,160
"310",0.222661877749488,0
"311",0.960223873495124,80
"312",1.03340909909457,80
"313",1.17447106109466,80
"314",1.57799455849454,160
"315",0.993022461887449,80
"316",-0.642472027917393,-80
"317",0.224746619118378,0
"318",1.15177064202726,80
"319",-1.49869282520376,-80
"320",-1.20658277266193,-80
"321",1.21803990623448,80
"322",-0.472670738352463,0
"323",-0.282648268505,0
"324",0.771911708172411,80
"325",1.45305042213295,80
"326",-1.25823855935596,-80
"327",-0.571315550594591,-80
"328",0.986121027846821,80
"329",-1.3212590678595,-80
"330",-0.325817113160156,0
"331",1.62717551994137,160
"332",-0.701895541511476,-80
"333",0.501875206478871,80
"334",-0.831341661512852,-80
"335",1.99917133711278,160
"336",0.256473750341684,0
"337",1.37020828970708,80
"338",0.729844240006059,80
"339",1.48479071655311,80
"340",0.904870204743929,80
"341",1.22129976586439,80
"342",-0.986724216025323,-80
"343",-0.544060724903829,-80
"344",-0.588526154635474,-80
"345",-0.255640846211463,0
"346",-0.586742580984719,-80
"347",1.49385834764689,80
"348",1.07200737588573,80
"349",1.49009413702879,80
"350",1.07006938138511,80
"351",1.02015391387977,80
"352",1.94168746168725,160
"353",-0.933254223316908,-80
"354",1.18162957474124,80
"355",1.83889227872714,160
"356",-0.569324839743786,-80
"357",-1.19956850493327,-80
"358",-0.698759866412729,-80
"359",-0.336496669915505,0
"360",1.83129653066862,160
"361",1.96487954852637,160
"362",0.0347276444081217,0
"363",0.949661261634901,80
"364",1.61176934465766,160
"365",1.41955815616529,80
"366",1.07047511148266,80
"367",0.76416157593485,80
"368",1.45007393672131,80
"369",-0.94125561916735,-80
"370",-0.227028204128146,0
"371",-0.537176218931563,-80
"372",-1.06321917113382,-80
"373",0.479694321751595,0
"374",0.856340780388564,80
"375",-1.49403904471546,-80
"376",1.30322427849751,80
"377",-0.806149969925173,-80
"378",0.833609036286362,80
"379",1.25707008060999,80
"380",1.83263514866121,160
"381",-0.160628478974104,0
"382",0.34232188493479,0
"383",-0.140760597656481,0
"384",-1.03895339916926,-80
"385",1.327014464885,80
"386",0.90187390812207,80
"387",-0.474155218224041,0
"388",-0.0301786637865007,0
"389",1.07341368903872,80
"390",1.47437435935717,80
"391",-1.22887393960264,-80
"392",-0.506475108908489,-80
"393",-1.11564753879793,-80
"394",-0.723212806275114,-80
"395",-1.33530773315579,-80
"396",-1.28692998096813,-80
"397",0.367705686017871,0
"398",-1.15595143113751,-80
"399",-0.035787685890682,0
"400",-1.07742259302177,-80
"401",1.73865748790558,160
