"x","y","c"
-5.72031610645354,18.1986525654793,0
50.0394188333303,-71.3903604540974,0
93.072781059891,-76.3402558397502,0
10.4341001715511,-21.8632716219872,0
30.1982178352773,-24.7302342671901,0
-73.3593857847154,-96.6342181432992,0
-4.56320778466761,-4.8955244012177,0
68.3356038760394,-39.2019056715071,0
61.2164366524667,-58.8753506541252,0
-93.0993025191128,-71.3017614092678,0
33.5322015918791,-15.212747361511,0
-53.9695589803159,-71.485195774585,0
-24.6689482126385,12.9683863837272,0
51.7199710942805,57.9817452002317,0
89.356995979324,-91.4937686640769,0
4.94293663650751,14.6970635745674,0
-22.3932451568544,29.4465614948422,0
-24.2563048843294,-28.6568440962583,0
-72.2170430235565,67.7249204833061,0
-47.6767960935831,-67.0055376831442,0
38.8831041753292,-44.9828435666859,0
88.1838675588369,99.6825763490051,0
42.2251761425287,66.9614796992391,0
-77.732989564538,49.0535899531096,0
-37.1690328698605,92.8939742967486,0
39.4705665763468,56.6633098758757,0
41.5643206331879,-33.7230298202485,0
7.23722879774868,22.5472631398588,0
72.1622144803405,-97.0567002892494,0
-7.12184347212315,-27.2897430695593,0
-62.5400924589485,71.7758200131357,0
70.1528895180672,39.5946298260242,0
-64.9937731679529,-66.7405206244439,0
-11.0944629646838,30.0623161252588,0
-96.4823750779033,37.1569220442325,0
54.8281908035278,-62.9763875156641,0
-86.3747457507998,66.6617461014539,0
97.2920677624643,83.8372721336782,0
41.1644273903221,66.9341993518174,0
44.7990830987692,53.4082145895809,0
85.9814509283751,65.3523410670459,0
-66.0481247119606,-82.4480416253209,0
62.4742022715509,39.5655210595578,0
-79.7675027512014,-55.4360204841942,0
64.1413596458733,-83.7810700759292,0
-47.6145506370813,37.4899052549154,0
-97.7638224605471,76.3470428995788,0
-44.0563933458179,-94.0831842832267,0
65.1652011554688,92.4497217405587,0
-1.87332700006664,30.7710119523108,0
-30.6523728184402,-24.8110727872699,0
-15.5597781296819,-14.6889168769121,0
-96.5624416712672,79.6341107692569,0
86.4490262698382,-94.0318502020091,0
68.0226054508239,-97.682018019259,0
-62.3001791071147,58.2494994625449,0
-23.1303519103676,-5.73431793600321,0
51.5972116962075,-91.063944157213,0
-33.6507785599679,-75.9001698344946,0
15.1674070395529,6.94340080954134,0
-65.9313863143325,-58.7521242909133,0
-62.6951698213816,-60.7374165207148,0
17.7519951481372,-23.9078026730567,0
